Exist	Tweet 	existence.confidence
1	RT @benbalter - So the #snowpocalypse debunks the global warming myth? WRONG. Global Warming makes blizzards worse: http://bit.ly/ali6mD	1
0	The effects of Al Gore's 'global warming' http://twitpic.com/12fel9 #tcot #climategate @algore #snowpocalypse #dc #va	0.8678
1	Do we need more snowstorms to convince skeptics that global warming is for real!  #global-warming http://icio.us/oxo4mw	0.6591
0	But wait, I thought no snowstorms in DC were a sign of global warming? Will you guys make up your minds? http://is.gd/86aXa	1
1	kudos to Lindsay Graham on being so strong on climate change.  http://bit.ly/dbMjMa	0.6807
0	Finally, Rebuttal to Snow Means No Global Warming Nonsense : http://digg.com/d31INSU?t	0.6391
0	RT @mattyglesias: Freak weather events causing massive disruption convince congress that climate change can't be a problem: http://bit.ly/9ifxtg	0.6714
1	@MichelleinCal  no, no.. you have to call it ' climate change'. Snow is because of global warm- I mean climate change too.	0.6674
0	#snow #blizzard #climate-change Join our discussion forum on climate change on facebook: http://bit.ly/cNG2GK	0.6889
1	#snow #blizzard In the middle of the snowpocalypse, wondering what publics think of climate change? Check it out: http://bit.ly/3noViz	0.6609
0	RT @boblatta: DC-area Paralyzed By Snow, Puts Global Warming Bill On Ice  http://amplify.com/u/1ty9	0.665
0	#journalist In the middle of the snowpocalypse, wondering what publics think of climate change? Check it out: http://bit.ly/3noViz	0.6713
0	RT @TIME: Another blizzard: What happened to global warming? | http://su.pr/1pjKIT &gt; LOL! Ask Al Gore!!	1
0	#climate-change In the middle of the snowpocalypse, wondering what publics think of climate change? Check it out: http://bit.ly/3noViz	0.6733
1	In his latest blog, Nick Bridge wonders how a major weather event affects perceptions about climate change. #snoverkill http://ow.ly/15Xyf	0.7111
1	@phraim definitely white picket, lol. man, this apocolyptic weather is not to be effed with. global warming? el ni•_Ðo?	1
1	Time magazine claims 'Global Warming Makes Blizzards Worse': http://bit.ly/bnapE2	0.6679
1	Big surprise, the GOP is wrong on global warming - it may actually intensify snow storms and hurricanes http://bit.ly/cLl6li (h/t @kombiz )	1
0	Climate change and our identity http://url4.eu/2mhrO	0.6913
1	RT @CBSTopNewsRSS: Snow Storm Fuels Conservatives' Global Warming Mockery http://bit.ly/bqh9ML (via @TheNewsBlotter)	0.6616
0	RT @JMAlderete: TreeHugger: Finally, Rebuttal to 'Snow Means No Global Warming' Nonsense Aired in Mainstream Media http://bit.ly/bimHCU	0.6502
1	RT @MulchTMC: Confused about climate change? There's an app for that. http://bit.ly/cEFQOF	0.6099
1	RT @mmaction RT @aravosis Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x #p2	0.6505
1	MSNBC's Ratigan Claims Global Warming Caused 'Snowpocalypse': MSNBC's Dylab Ratigan who hosts his own show on the ... http://bit.ly/bGSlzJ	0.6636
0	#accuracy #tcot MSNBC's Ratigan Claims Global Warming Caused 'Snowpocalypse': MSNBC's Dylab Ratigan who hosts his ... http://bit.ly/bGSlzJ	0.6384
1	RT @EmpressCGC: Finally, Rebuttal to 'Snow Means No Global Warming' Nonsense Aired in Mainstream Media (Video) http://bit.ly/9LyKDH (via @TreeHugger)	1
0	Conservatives Use "Snowmageddon" to Mock Global Warming http://bit.ly/b7h1p8	0.6734
0	RT @JasonMattera    another day of shoveling my car out of snow, another day of global warming	0.6787
0	Inhofe getting last laugh on global warming, IPCC: http://bit.ly/b1A5Nz	0.5173
0	Tory candidates trained by rightwing group that bad mouths NHS, dismisses global warming & backs waterboarding http://bit.ly/9xKLkd	0.472
0	Inhofe getting last laugh on global warming, IPCC: http://bit.ly/b1A5Nz	0.508
1	another day of shoveling my car out of snow, another day of global warming	0.6415
0	You can argue that climate change activists shot their credibility in their rush to make their case and set themselves back	0.6687
1	RT @aravosis Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x #p2	0.6908
0	RT @boblatta    DC-area Paralyzed By Snow, Puts Global Warming Bill On Ice http://amplify.com/u/1ty9	0.6334
1	RT @aravosis Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x	0.6288
1	Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x	1
1	Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x	0.7014
1	Global climate change makes blizzards *more* likely -- for now: http://www.time.com/time/health/article/0,8599,1962294,00.html	0.6711
1	How Global Warming Makes Blizzards Worse http://goo.gl/5UL1	1
1	Global Warming: Climate Scientists Investigate Lost Heat: A new article in 'Science' explores the mystery of the g... http://bit.ly/b7cAt9	0.6819
0	RT @mattizcoop: A branding point: if they'd called it Climate Chaos instead of Climate Change or Global Warming it mighta been better. #sNoMas	0.6581
0	New on http://ekwire.com -- Hannity: Snow Storms 'Contradict Gore's Global Warming Theories' -- http://ow.ly/15SFQ	1
0	RT @mattizcoop: A branding point: if they'd called it Climate Chaos instead of Climate Change or Global Warming it mighta been better. #sNoMas	0.4795
0	A branding point: if they'd called it Climate Chaos instead of Climate Change or Global Warming it mighta been better. #sNoMas	0.6944
1	How climate change = more snowstorms: http://j.mp/cEMCAi	1
1	RT @time D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME http://bit.ly/afRApN	0.6724
1	RT @time D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME http://bit.ly/afRApN	1
1	RT @mmaction Snowstorms Do Not Disprove #Climate Change http://bit.ly/d2ohLB #snowmageddon	0.6825
0	More snow in DC.  The whole area has been buried in what appears to be a case of global warming.	0.6592
0	@Noreen1 Can u use that excuse for everything? Global Warming gave me a parking ticket. Global Warming caused me to be late for work.	0.6991
0	Opponents of state's global warming law get boost from Adam Smith|Lance Williams The great Adam Smith was a .. http://oohja.com/xbdts	0.6621
1	RT @JamesAllenShow According to MSNBC, Global Warming causes blizzards http://bit.ly/cfn8jl	0.7084
0	RT @ChrisHarrisKS RT @mmaction Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot	0.6751
0	@mmfa  not honest? Shocking! RT @keder    Media Matters still using junk science 2007 IPCC report on global warming... http://ow.ly/15UdJ	1
0	Media Matters still using junk science 2007 IPCC report on global warming... http://ow.ly/15UdJ	1
1	I specifically learned in school, winter disproves summer RT @ChrisHarrisKS Snowstorms dont disprove Climate Change http://bit.ly/dfi3es #p2	1
0	RT @kathrynlopez    a climate change on climate change http://tinyurl.com/yeyljlc	0.6473
1	RT @mmaction Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot	1
1	Um, how 'bout global warming...RT @FamousDC: Who To Blame for All This Snow? http://bit.ly/9Vvimp	0.4498
1	RT @mmaction: Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot	0.7047
1	Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot	1
0	Opponents of state's global warming law get boost from Adam Smith|Lance Williams The great Adam Smith was a .. http://oohja.com/xbdp2	0.6922
1	Sign up for the next Earthscan Earthcast: Climate Change and Business Success, 2/23/2010, 12:00 (EST) http://ow.ly/15TZB	0.6795
1	Ratigan: Climate scientists predictions right... These #snowpocalypses are bc of global warming. http://bit.ly/acIIGz	1
1	RT @timrote @kate_sheppard @worldresources: Reading - D.C. snowstorm: How #global warming makes blizzards worse (@TIME) http://bit.ly/aOTK6S	0.685
1	How global warming makes bizzards WORSE! http://bit.ly/cLl6li #snowtorious #snowmageddon /via @Noreen1	0.6713
1	WaPo: Senate offers some hope for legislation to combat climate change http://is.gd/83eKc	1
1	How global warming makes bizzards WORSE! http://bit.ly/cLl6li #snowtorious #snowmageddon	1
0	RT @mattyglesias: Freak weather events causing massive disruption convince congress that climate change can't be a problem: http://bit.ly/9ifxtg	0.6671
1	RT @MilesGrant: RT @EricBoehlert Why won't Drudge acknowledge snow-less 'Global Warming Games' in Vancouver? http://ow.ly/15S0O #climate	1
1	RT @mattyglesias: Freak weather events causing massive disruption convince congress that climate change can't be a problem: http://bit.ly/9ifxtg	0.3496
0	RT @newsbusters: RT @coffeeman3lb: @newsbusters good morning obama is buying snow shovels for shovel ready global warming around the white house	0.678
0	Earth Day 2010 looks beyond climate change|Oftentimes, Earth Day goes largely unnoticed. But this year, there has .. http://oohja.com/xbdoO	0.6505
0	RT @mattyglesias Freak weather events causing massive disruption convince congress that climate change isn't a problem: http://bit.ly/9ifxtg	0.7035
1	@washingtonpost Editorial: "Senate Offers Some Hope for Legislation to Combat Climate Change" http://is.gd/85qr9 #cejapa #clear	1
0	RT @coffeeman3lb: @newsbusters good morning obama is buying snow shovels for shovel ready global warming around the white house	0.7088
1	Need a cozy place to survive the #snomegeddon? FOR RENT: Snowfort in #DC http://bit.ly/bHQa2J #snoverkill (but beware #climate change)	0.6861
0	@JNIX_LA This is why as soon as they patented HAARP, the "global-warming" conspiracy started. Plus, I saw our NAVY talking about it on paper	0.7089
0	Irony alert: Senate cancels hearing on "Global Warming Impacts, Including Public Health, in the U.S." due to blizzard http://bit.ly/9nzHsE	0.6823
1	RT @EricBoehlert Why won't Drudge acknowledge snow-less 'Global Warming Games' about to kick off in Vancouver? http://ow.ly/15S0O #climate	0.7068
1	@welovedc Sadly, Chuck Norris might also use this blizzard to deny climate change and even push NWO conspiracies: http://is.gd/85go2	0.6536
1	RT @ClarksonUniv: NASA Grant will enable Clarkson & NYSERDA to Improve Climate Change Education in New York State http://bit.ly/9M4Hji	0.8351
0	Well that takes care of the global warming agenda for the year. They'll have to hire some new guys to go back and rewrite the record books.	0.6703
0	RT @redostoneage The Missing Heat #global warming #climate change #green #eco http://bit.ly/9ZNyEt #tcot #p2 #climategate	0.3563
0	@1kevgriff it's nature's way os saying "Global warming my a$$!"	1
1	I already knew this (as I'm sure most of my FB buds out there do too), but newsflash to all #climate #change doubters: http://trunc.it/5d2f0	0.6477
1	RT @rorycooper  Seriously? Reaching. RT @Drudge_Report TIME MAG: How Global Warming Makes Blizzards Worse http://drudge.tw/9oXiLZ	0.4686
1	Cost of global warming shutting down the federal government in DC for #snOMG2 per day- $100 million. Sounds like an argument for cap & trade	0.6741
0	Seriously? Libs really reaching. Ha! RT @Drudge_Report TIME MAG:  How Global Warming Makes Blizzards Worse... http://drudge.tw/9oXiLZ	1
1	Wash Post editorial: Senate offers some hope for legislation to combat #climate change http://bit.ly/afXhpx	1
0	"D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME" ( http://bit.ly/9sMGXj ) It's snowing because it's so warm? Cahmaaahn.	0.6476
1	This is a talk that needs to happen! RT @Drudge_Report: TIME MAG:  How Global Warming Makes Blizzards Worse... http://drudge.tw/9oXiLZ	1
0	RT @robport: Time to admit it. Climate change is a conservative conspiracy to keep enough snow falling on DC to keep Congress in recess.	0.7099
0	@nikkibama This global warming will be on the ground until March	1
1	RT @NWF: BudBurst volunteers needed: to look for "ten most wanted" plants to assess clues to climate change: http://bit.ly/bdlpVW	1
0	Climate-change legislation buried under record snowfall in capital - TheHill: http://bit.ly/acTaix via @addthis	0.7021
0	Climate-change legislation dying under record DC snowfall http://bit.ly/9ifxtg	0.6989
0	Watch: Inhofe Decries Creation of Obama's New Global Warming Bureaucracy, Seeks Accountability  http://bit.ly/aRYZwm #fb	0.6807
0	crisis of confidence in IPCC, and Obama is turning a blind eye by creating global warming bureaucracy  http://bit.ly/aRYZwm #climategate	0.5862
0	@nikkibama Mobile to get some global warming	0.6497
1	The List: Who's Willing to Act on Climate Change - What's the most-watched web page by the international climate ch... http://ow.ly/16xLy3	0.6558
0	Crippled By Blizzard, DC Announces New Global Warming Agency by Phone: http://bit.ly/df6Iag	0.6551
1	Are you engaging climate change sceptics in rational discussion - which is what science is about? Or giving fruitcakes a field-day?	1
0	Energy and Global Warming News for February 9: Ford to unveil electric Transit Connect van today http://bit.ly/c6CkhC	0.6471
0	Do We Finally Have Proof that Global Warming by CO2 Emissions is a Hoax?, FamilySecurityMatters.org http://bit.ly/9PbE20 #climategate	1
0	Climate change guru packs CU auditorium|For Abraham Lincoln, it was slavery, and for Winston Churchill it was .. http://oohja.com/xbbVp	0.6409
1	NOAA Releases Wealth of Climate Change Data to Public (via my6sense) http://tinyurl.com/yjuj5a5	1
1	Food Research International: The food cold-chain and climate change http://bit.ly/8YEMsH (abstract)	1
0	Those distinctions make it a fundamentally different issue to deal with than climate change itself. Much more research is needed, ASAP.	0.6653
1	Like climate change, the risks/rewards of geoeng are unequally distributed, but geoeng can be done relatively easily, cheaply, and quickly.	1
1	The question isn't whether a country will think the risks of geoeng (to them) are outweighed by global warming, but when and how we respond.	0.6964
0	EdDriscoll: RT @robport: Time to admit it. Climate change is a conservative conspiracy to keep' http://goo.gl/fb/YTii	1
1	17. Moral authority - do we have the rt. to do this? Takeaway: geo-eng has a LOT OF RISKS (then again, so does runaway climate change). :(	1
1	RT @newsbusters: Brilliant: 'Vagina Monologues' Creator Tells Palin to Look at 'Earthquakes and Tsunamis' for Global Warming Proof http://ow.ly/16xANa	1
1	Brilliant: 'Vagina Monologues' Creator Tells Palin to Look at 'Earthquakes and Tsunamis' for Global Warming Proof http://ow.ly/16xANa	0.6922
0	RT @Mommy4Cocktails:RT @JimDeMint:going 2 keep snowing in DC til Al Gore cries uncle/Weather Channel says freaky snow IS b/c global warming	0.4901
0	Betting on Climate Change: Corporations Stand to Make or Lose Billions|Is the planet really warming up? Just ask .. http://oohja.com/xbbEA	0.7665
